2013-10-07,15069.299805,15069.299805,14920.830078,14936.240234,14936.240234,79620000
2013-10-08,14938.040039,14938.040039,14773.469727,14776.530273,14776.530273,102690000
2013-10-09,14778.190430,14852.500000,14719.429688,14802.980469,14802.980469,103190000
2013-10-10,14806.389648,15126.070313,14806.389648,15126.070313,15126.070313,106540000
2013-10-11,15126.519531,15237.299805,15100.129883,15237.110352,15237.110352,85730000
2013-10-14,15231.330078,15309.480469,15136.379883,15301.259766,15301.259766,81420000
2013-10-15,15300.299805,15301.910156,15161.330078,15168.009766,15168.009766,91440000
2013-10-16,15170.700195,15374.150391,15170.700195,15373.830078,15373.830078,92850000
2013-10-17,15369.459961,15376.110352,15229.019531,15371.650391,15371.650391,108490000
2013-10-18,15371.709961,15412.969727,15321.809570,15399.650391,15399.650391,156660000
2013-10-21,15401.320313,15410.179688,15362.660156,15392.200195,15392.200195,93660000
2013-10-22,15394.219727,15518.099609,15394.219727,15467.660156,15467.660156,107030000
2013-10-23,15465.339844,15465.660156,15366.190430,15413.330078,15413.330078,90630000
2013-10-24,15414.870117,15528.629883,15414.129883,15509.209961,15509.209961,89240000
2013-10-25,15523.719727,15570.599609,15512.959961,15570.280273,15570.280273,109900000
2013-10-28,15569.190430,15599.089844,15533.480469,15568.929688,15568.929688,92760000
2013-10-29,15572.209961,15683.080078,15572.209961,15680.349609,15680.349609,86600000
2013-10-30,15680.740234,15721.000000,15574.519531,15618.759766,15618.759766,79170000
2013-10-31,15619.919922,15651.860352,15544.690430,15545.750000,15545.750000,114050000
2013-11-01,15558.009766,15649.400391,15543.250000,15615.549805,15615.549805,101830000
2013-11-04,15621.200195,15658.900391,15588.480469,15639.120117,15639.120117,71200000
2013-11-05,15631.219727,15651.889648,15522.179688,15618.219727,15618.219727,91890000
2013-11-06,15628.719727,15750.290039,15628.719727,15746.879883,15746.879883,109200000
2013-11-07,15751.309570,15797.679688,15586.330078,15593.980469,15593.980469,103860000
2013-11-08,15591.540039,15764.290039,15579.349609,15761.780273,15761.780273,101200000
2013-11-11,15759.280273,15791.450195,15737.219727,15783.099609,15783.099609,58860000
2013-11-12,15773.150391,15793.379883,15708.290039,15750.669922,15750.669922,79260000
2013-11-13,15739.500000,15822.980469,15672.000000,15821.629883,15821.629883,92450000
2013-11-14,15806.219727,15884.990234,15798.740234,15876.219727,15876.219727,123860000
2013-11-15,15876.160156,15962.980469,15875.900391,15961.700195,15961.700195,126460000
2013-11-18,15962.719727,16030.280273,15942.169922,15976.019531,15976.019531,94860000
2013-11-19,15974.059570,16025.849609,15943.780273,15967.030273,15967.030273,84570000
2013-11-20,15971.200195,16016.849609,15865.370117,15900.820313,15900.820313,84350000
2013-11-21,15908.070313,16016.040039,15908.070313,16009.990234,16009.990234,79000000
2013-11-22,16008.709961,16068.780273,15976.269531,16064.769531,16064.769531,81000000
2013-11-25,16072.089844,16109.629883,16055.459961,16072.540039,16072.540039,94040000
2013-11-26,16070.929688,16120.250000,16070.929688,16072.799805,16072.799805,107450000
2013-11-27,16073.370117,16107.990234,16057.339844,16097.330078,16097.330078,65730000
2013-11-29,16105.160156,16174.509766,16074.139648,16086.410156,16086.410156,69190000
2013-12-02,16087.120117,16098.000000,15986.230469,16008.769531,16008.769531,92590000
2013-12-03,16004.719727,16004.719727,15859.679688,15914.620117,15914.620117,103910000
2013-12-04,15910.509766,15960.360352,15791.290039,15889.769531,15889.769531,111180000
2013-12-05,15886.500000,15896.190430,15809.370117,15821.509766,15821.509766,128080000
2013-12-06,15825.549805,16022.349609,15825.549805,16020.200195,16020.200195,98260000
2013-12-09,16019.490234,16058.400391,16015.290039,16025.530273,16025.530273,91810000
2013-12-10,16024.120117,16029.059570,15969.530273,15973.129883,15973.129883,79420000
2013-12-11,15970.750000,15997.219727,15827.700195,15843.530273,15843.530273,107170000
2013-12-12,15844.820313,15845.110352,15703.790039,15739.429688,15739.429688,105870000
2013-12-13,15745.660156,15792.799805,15717.919922,15755.360352,15755.360352,83180000
2013-12-16,15759.599609,15930.309570,15759.599609,15884.570313,15884.570313,101470000
2013-12-17,15884.059570,15917.959961,15836.450195,15875.259766,15875.259766,101490000
2013-12-18,15876.570313,16173.040039,15808.919922,16167.969727,16167.969727,129620000
2013-12-19,16162.509766,16194.719727,16121.540039,16179.080078,16179.080078,94980000
2013-12-20,16178.570313,16287.839844,16178.570313,16221.139648,16221.139648,285190000
2013-12-23,16225.250000,16318.110352,16225.250000,16294.610352,16294.610352,78930000
2013-12-24,16295.700195,16360.599609,16295.700195,16357.549805,16357.549805,33640000
2013-12-26,16370.969727,16483.000000,16370.969727,16479.880859,16479.880859,50160000
2013-12-27,16486.369141,16529.009766,16461.230469,16478.410156,16478.410156,47230000
2013-12-30,16484.509766,16504.349609,16476.869141,16504.289063,16504.289063,54220000
2013-12-31,16512.380859,16588.250000,16511.480469,16576.660156,16576.660156,78760000
2014-01-02,16572.169922,16573.070313,16416.490234,16441.349609,16441.349609,80960000
2014-01-03,16456.890625,16518.740234,16439.300781,16469.990234,16469.990234,72770000
2014-01-06,16474.039063,16532.990234,16405.519531,16425.099609,16425.099609,89380000
2014-01-07,16429.019531,16562.320313,16429.019531,16530.939453,16530.939453,81270000
2014-01-08,16527.660156,16528.880859,16416.689453,16462.740234,16462.740234,103260000
2014-01-09,16471.410156,16525.349609,16378.610352,16444.759766,16444.759766,83990000
2014-01-10,16453.619141,16487.650391,16379.019531,16437.050781,16437.050781,85190000
2014-01-13,16434.029297,16453.130859,16240.599609,16257.940430,16257.940430,111680000
2014-01-14,16261.990234,16373.919922,16260.830078,16373.860352,16373.860352,98610000
2014-01-15,16378.030273,16505.279297,16376.780273,16481.939453,16481.939453,101130000
2014-01-16,16477.699219,16477.699219,16375.559570,16417.009766,16417.009766,87370000
2014-01-17,16408.019531,16495.259766,16378.799805,16458.560547,16458.560547,184970000
2014-01-21,16459.269531,16520.599609,16316.250000,16414.439453,16414.439453,111570000
2014-01-22,16420.480469,16453.490234,16332.980469,16373.339844,16373.339844,87470000
2014-01-23,16371.990234,16372.959961,16140.580078,16197.349609,16197.349609,100540000
2014-01-24,16203.290039,16203.290039,15879.110352,15879.110352,15879.110352,141450000
2014-01-27,15879.049805,15942.769531,15783.549805,15837.879883,15837.879883,127540000
2014-01-28,15840.839844,15945.889648,15840.839844,15928.559570,15928.559570,89110000
2014-01-29,15927.080078,15927.080078,15708.980469,15738.790039,15738.790039,109590000
2014-01-30,15743.030273,15907.530273,15733.269531,15848.610352,15848.610352,92100000
2014-01-31,15847.190430,15847.190430,15617.549805,15698.849609,15698.849609,137090000
2014-02-03,15697.690430,15708.540039,15356.169922,15372.799805,15372.799805,151050000
2014-02-04,15372.929688,15481.849609,15356.620117,15445.240234,15445.240234,124110000
2014-02-05,15443.000000,15478.209961,15340.690430,15440.230469,15440.230469,105130000
2014-02-06,15443.830078,15632.089844,15443.000000,15628.530273,15628.530273,106980000
2014-02-07,15630.639648,15798.509766,15625.530273,15794.080078,15794.080078,105780000
2014-02-10,15793.629883,15801.790039,15733.690430,15801.790039,15801.790039,84110000
2014-02-11,15804.169922,16027.190430,15803.400391,15994.769531,15994.769531,95930000
2014-02-12,15993.040039,16036.559570,15928.750000,15963.940430,15963.940430,77310000
2014-02-13,15946.990234,16039.370117,15863.250000,16027.589844,16027.589844,99470000
2014-02-14,16018.080078,16175.549805,15985.389648,16154.389648,16154.389648,84060000
2014-02-18,16153.969727,16167.330078,16107.040039,16130.400391,16130.400391,91250000
2014-02-19,16126.230469,16225.719727,16031.660156,16040.559570,16040.559570,80560000
